country,year,sex,age,suicides_no,population,suicidesPer100k,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Guatemala,2015,male,55-74 years,32.00,537002,5.96,Guatemala2015,,"63,767,597,194",4472,Boomers
Guatemala,2015,female,15-24 years,83.00,1711787,4.85,Guatemala2015,,"63,767,597,194",4472,Millenials
Guatemala,2015,female,75+ years,3.00,167861,1.79,Guatemala2015,,"63,767,597,194",4472,Silent
Guatemala,2015,female,25-34 years,19.00,1313068,1.45,Guatemala2015,,"63,767,597,194",4472,Millenials
Guatemala,2015,female,35-54 years,20.00,1530419,1.31,Guatemala2015,,"63,767,597,194",4472,Generation X
Guatemala,2015,female,55-74 years,6.00,653079,0.92,Guatemala2015,,"63,767,597,194",4472,Boomers
Guatemala,2015,female,5-14 years,13.00,1906150,0.68,Guatemala2015,,"63,767,597,194",4472,Generation Z
Guatemala,2015,male,5-14 years,11.00,1988348,0.55,Guatemala2015,,"63,767,597,194",4472,Generation Z
Guyana,1988,male,25-34 years,15.00,60519,24.79,Guyana1988,,"413,799,990",632,Boomers
Guyana,1988,male,35-54 years,12.00,58974,20.35,Guyana1988,,"413,799,990",632,Silent
Guyana,1988,male,15-24 years,12.00,84290,14.24,Guyana1988,,"413,799,990",632,Generation X
Guyana,1988,male,55-74 years,3.00,24469,12.26,Guyana1988,,"413,799,990",632,G.I. Generation
Guyana,1988,female,15-24 years,10.00,87955,11.37,Guyana1988,,"413,799,990",632,Generation X
Guyana,1988,female,55-74 years,1.00,25128,3.98,Guyana1988,,"413,799,990",632,G.I. Generation
Guyana,1988,female,25-34 years,2.00,62428,3.20,Guyana1988,,"413,799,990",632,Boomers
Guyana,1988,female,35-54 years,1.00,57863,1.73,Guyana1988,,"413,799,990",632,Silent
Guyana,1988,female,5-14 years,0.00,91613,0.00,Guyana1988,,"413,799,990",632,Generation X
Guyana,1988,female,75+ years,0.00,5258,0.00,Guyana1988,,"413,799,990",632,G.I. Generation
Guyana,1988,male,5-14 years,0.00,91875,0.00,Guyana1988,,"413,799,990",632,Generation X
Guyana,1988,male,75+ years,0.00,4522,0.00,Guyana1988,,"413,799,990",632,G.I. Generation
Guyana,1989,male,25-34 years,20.00,61007,32.78,Guyana1989,,"379,779,390",581,Boomers
Guyana,1989,male,55-74 years,8.00,24423,32.76,Guyana1989,,"379,779,390",581,G.I. Generation
Guyana,1989,male,35-54 years,17.00,60728,27.99,Guyana1989,,"379,779,390",581,Silent
Guyana,1989,male,15-24 years,20.00,82060,24.37,Guyana1989,,"379,779,390",581,Generation X
Guyana,1989,male,75+ years,1.00,4304,23.23,Guyana1989,,"379,779,390",581,G.I. Generation
Guyana,1989,female,15-24 years,15.00,86230,17.40,Guyana1989,,"379,779,390",581,Generation X
Guyana,1989,female,55-74 years,3.00,25362,11.83,Guyana1989,,"379,779,390",581,G.I. Generation
Guyana,1989,female,25-34 years,5.00,63276,7.90,Guyana1989,,"379,779,390",581,Boomers
Guyana,1989,female,35-54 years,2.00,60363,3.31,Guyana1989,,"379,779,390",581,Silent
Guyana,1989,male,5-14 years,2.00,90510,2.21,Guyana1989,,"379,779,390",581,Generation X
Guyana,1989,female,5-14 years,1.00,90585,1.10,Guyana1989,,"379,779,390",581,Generation X
Guyana,1989,female,75+ years,0.00,5256,0.00,Guyana1989,,"379,779,390",581,G.I. Generation
Guyana,1990,male,25-34 years,23.00,61238,37.56,Guyana1990,0.542,"396,582,263",607,Boomers
Guyana,1990,male,55-74 years,7.00,24349,28.75,Guyana1990,0.542,"396,582,263",607,G.I. Generation
Guyana,1990,male,75+ years,1.00,4090,24.45,Guyana1990,0.542,"396,582,263",607,G.I. Generation
Guyana,1990,male,15-24 years,18.00,79963,22.51,Guyana1990,0.542,"396,582,263",607,Generation X
Guyana,1990,male,35-54 years,13.00,62629,20.76,Guyana1990,0.542,"396,582,263",607,Silent
Guyana,1990,female,15-24 years,12.00,84613,14.18,Guyana1990,0.542,"396,582,263",607,Generation X
Guyana,1990,female,55-74 years,3.00,25481,11.77,Guyana1990,0.542,"396,582,263",607,G.I. Generation
Guyana,1990,female,35-54 years,4.00,63070,6.34,Guyana1990,0.542,"396,582,263",607,Silent
Guyana,1990,female,25-34 years,4.00,63874,6.26,Guyana1990,0.542,"396,582,263",607,Boomers
Guyana,1990,male,5-14 years,2.00,89344,2.24,Guyana1990,0.542,"396,582,263",607,Generation X
Guyana,1990,female,5-14 years,2.00,89480,2.24,Guyana1990,0.542,"396,582,263",607,Generation X
Guyana,1990,female,75+ years,0.00,5295,0.00,Guyana1990,0.542,"396,582,263",607,G.I. Generation
Guyana,1991,male,75+ years,3.00,4103,73.12,Guyana1991,,"336,708,419",514,G.I. Generation
Guyana,1991,male,35-54 years,22.00,63902,34.43,Guyana1991,,"336,708,419",514,Boomers
Guyana,1991,male,25-34 years,20.00,61639,32.45,Guyana1991,,"336,708,419",514,Boomers
Guyana,1991,male,15-24 years,25.00,78590,31.81,Guyana1991,,"336,708,419",514,Generation X
Guyana,1991,female,15-24 years,20.00,83288,24.01,Guyana1991,,"336,708,419",514,Generation X
Guyana,1991,male,55-74 years,4.00,24589,16.27,Guyana1991,,"336,708,419",514,Silent
Guyana,1991,female,55-74 years,2.00,25913,7.72,Guyana1991,,"336,708,419",514,Silent
Guyana,1991,female,35-54 years,4.00,64883,6.16,Guyana1991,,"336,708,419",514,Boomers
Guyana,1991,female,25-34 years,3.00,64963,4.62,Guyana1991,,"336,708,419",514,Boomers
Guyana,1991,male,5-14 years,2.00,88752,2.25,Guyana1991,,"336,708,419",514,Millenials
Guyana,1991,female,5-14 years,0.00,88747,0.00,Guyana1991,,"336,708,419",514,Millenials
Guyana,1991,female,75+ years,0.00,5251,0.00,Guyana1991,,"336,708,419",514,G.I. Generation
Guyana,1992,male,55-74 years,10.00,24947,40.08,Guyana1992,,"368,281,379",561,Silent
Guyana,1992,male,35-54 years,20.00,65227,30.66,Guyana1992,,"368,281,379",561,Boomers
Guyana,1992,male,25-34 years,16.00,61900,25.85,Guyana1992,,"368,281,379",561,Boomers
Guyana,1992,male,75+ years,1.00,4113,24.31,Guyana1992,,"368,281,379",561,G.I. Generation
Guyana,1992,female,75+ years,1.00,5153,19.41,Guyana1992,,"368,281,379",561,G.I. Generation
Guyana,1992,male,15-24 years,12.00,77451,15.49,Guyana1992,,"368,281,379",561,Generation X
Guyana,1992,female,15-24 years,8.00,82022,9.75,Guyana1992,,"368,281,379",561,Generation X
Guyana,1992,female,25-34 years,4.00,65856,6.07,Guyana1992,,"368,281,379",561,Boomers
Guyana,1992,female,35-54 years,3.00,66839,4.49,Guyana1992,,"368,281,379",561,Boomers
Guyana,1992,female,55-74 years,1.00,26480,3.78,Guyana1992,,"368,281,379",561,Silent
Guyana,1992,female,5-14 years,1.00,88301,1.13,Guyana1992,,"368,281,379",561,Millenials
Guyana,1992,male,5-14 years,1.00,88424,1.13,Guyana1992,,"368,281,379",561,Millenials
Guyana,1993,male,25-34 years,19.00,61922,30.68,Guyana1993,,"442,273,433",671,Boomers
Guyana,1993,male,35-54 years,16.00,66569,24.04,Guyana1993,,"442,273,433",671,Boomers
Guyana,1993,male,15-24 years,18.00,76553,23.51,Guyana1993,,"442,273,433",671,Generation X
Guyana,1993,male,55-74 years,4.00,25346,15.78,Guyana1993,,"442,273,433",671,Silent
Guyana,1993,female,25-34 years,5.00,66401,7.53,Guyana1993,,"442,273,433",671,Boomers
Guyana,1993,female,15-24 years,4.00,80833,4.95,Guyana1993,,"442,273,433",671,Generation X
Guyana,1993,female,35-54 years,3.00,68847,4.36,Guyana1993,,"442,273,433",671,Boomers
Guyana,1993,female,55-74 years,1.00,27073,3.69,Guyana1993,,"442,273,433",671,Silent
Guyana,1993,female,5-14 years,2.00,87945,2.27,Guyana1993,,"442,273,433",671,Millenials
Guyana,1993,female,75+ years,0.00,5036,0.00,Guyana1993,,"442,273,433",671,G.I. Generation
Guyana,1993,male,5-14 years,0.00,88194,0.00,Guyana1993,,"442,273,433",671,Millenials
Guyana,1993,male,75+ years,0.00,4112,0.00,Guyana1993,,"442,273,433",671,G.I. Generation
Guyana,1994,male,25-34 years,19.00,61649,30.82,Guyana1994,,"540,874,934",819,Boomers
Guyana,1994,male,15-24 years,21.00,75958,27.65,Guyana1994,,"540,874,934",819,Generation X
Guyana,1994,male,75+ years,1.00,4083,24.49,Guyana1994,,"540,874,934",819,G.I. Generation
Guyana,1994,male,35-54 years,14.00,67952,20.60,Guyana1994,,"540,874,934",819,Boomers
Guyana,1994,male,55-74 years,4.00,25709,15.56,Guyana1994,,"540,874,934",819,Silent
Guyana,1994,female,15-24 years,9.00,79778,11.28,Guyana1994,,"540,874,934",819,Generation X
Guyana,1994,female,55-74 years,3.00,27573,10.88,Guyana1994,,"540,874,934",819,Silent
Guyana,1994,female,25-34 years,6.00,66495,9.02,Guyana1994,,"540,874,934",819,Boomers
Guyana,1994,female,35-54 years,6.00,70836,8.47,Guyana1994,,"540,874,934",819,Boomers
Guyana,1994,female,5-14 years,3.00,87580,3.43,Guyana1994,,"540,874,934",819,Millenials
Guyana,1994,female,75+ years,0.00,4955,0.00,Guyana1994,,"540,874,934",819,G.I. Generation
Guyana,1994,male,5-14 years,0.00,88014,0.00,Guyana1994,,"540,874,934",819,Millenials
Guyana,1995,male,75+ years,2.00,4016,49.80,Guyana1995,0.581,"621,626,786",939,G.I. Generation
Guyana,1995,male,35-54 years,32.00,69347,46.14,Guyana1995,0.581,"621,626,786",939,Boomers
Guyana,1995,male,25-34 years,20.00,61036,32.77,Guyana1995,0.581,"621,626,786",939,Generation X
Guyana,1995,male,55-74 years,7.00,25980,26.94,Guyana1995,0.581,"621,626,786",939,Silent
Guyana,1995,male,15-24 years,16.00,75684,21.14,Guyana1995,0.581,"621,626,786",939,Generation X
Guyana,1995,female,15-24 years,10.00,78904,12.67,Guyana1995,0.581,"621,626,786",939,Generation X
Guyana,1995,female,35-54 years,7.00,72700,9.63,Guyana1995,0.581,"621,626,786",939,Boomers
Guyana,1995,female,25-34 years,4.00,66078,6.05,Guyana1995,0.581,"621,626,786",939,Generation X
Guyana,1995,female,55-74 years,1.00,27922,3.58,Guyana1995,0.581,"621,626,786",939,Silent
Guyana,1995,female,5-14 years,0.00,87174,0.00,Guyana1995,0.581,"621,626,786",939,Millenials
Guyana,1995,female,75+ years,0.00,4933,0.00,Guyana1995,0.581,"621,626,786",939,G.I. Generation
Guyana,1995,male,5-14 years,0.00,87908,0.00,Guyana1995,0.581,"621,626,786",939,Millenials
Guyana,1996,male,25-34 years,18.00,61208,29.41,Guyana1996,,"705,406,001",1070,Generation X
Guyana,1996,male,75+ years,1.00,4206,23.78,Guyana1996,,"705,406,001",1070,G.I. Generation
Guyana,1996,male,55-74 years,5.00,25903,19.30,Guyana1996,,"705,406,001",1070,Silent
Guyana,1996,male,15-24 years,14.00,74989,18.67,Guyana1996,,"705,406,001",1070,Generation X
Guyana,1996,male,35-54 years,13.00,70760,18.37,Guyana1996,,"705,406,001",1070,Boomers
Guyana,1996,female,55-74 years,3.00,27838,10.78,Guyana1996,,"705,406,001",1070,Silent
Guyana,1996,female,15-24 years,4.00,77959,5.13,Guyana1996,,"705,406,001",1070,Generation X
Guyana,1996,female,25-34 years,1.00,66018,1.51,Guyana1996,,"705,406,001",1070,Generation X
Guyana,1996,female,35-54 years,1.00,73722,1.36,Guyana1996,,"705,406,001",1070,Boomers
Guyana,1996,female,5-14 years,0.00,85353,0.00,Guyana1996,,"705,406,001",1070,Millenials
Guyana,1996,female,75+ years,0.00,5226,0.00,Guyana1996,,"705,406,001",1070,G.I. Generation
Guyana,1996,male,5-14 years,0.00,85866,0.00,Guyana1996,,"705,406,001",1070,Millenials
Guyana,1997,male,25-34 years,14.00,61382,22.81,Guyana1997,,"749,138,010",1139,Generation X
Guyana,1997,female,75+ years,1.00,5573,17.94,Guyana1997,,"749,138,010",1139,G.I. Generation
Guyana,1997,male,35-54 years,10.00,72527,13.79,Guyana1997,,"749,138,010",1139,Boomers
Guyana,1997,male,15-24 years,9.00,73872,12.18,Guyana1997,,"749,138,010",1139,Generation X
Guyana,1997,male,55-74 years,3.00,25615,11.71,Guyana1997,,"749,138,010",1139,Silent
Guyana,1997,female,25-34 years,2.00,65815,3.04,Guyana1997,,"749,138,010",1139,Generation X
Guyana,1997,female,5-14 years,1.00,84446,1.18,Guyana1997,,"749,138,010",1139,Millenials
Guyana,1997,female,15-24 years,0.00,76589,0.00,Guyana1997,,"749,138,010",1139,Generation X
Guyana,1997,female,35-54 years,0.00,74845,0.00,Guyana1997,,"749,138,010",1139,Boomers
Guyana,1997,female,55-74 years,0.00,27455,0.00,Guyana1997,,"749,138,010",1139,Silent
Guyana,1997,male,5-14 years,0.00,85051,0.00,Guyana1997,,"749,138,010",1139,Millenials
Guyana,1997,male,75+ years,0.00,4414,0.00,Guyana1997,,"749,138,010",1139,G.I. Generation
Guyana,1998,male,55-74 years,6.00,25154,23.85,Guyana1998,,"717,530,683",1092,Silent
Guyana,1998,male,35-54 years,13.00,74495,17.45,Guyana1998,,"717,530,683",1092,Boomers
Guyana,1998,male,25-34 years,8.00,61554,13.00,Guyana1998,,"717,530,683",1092,Generation X
Guyana,1998,male,15-24 years,4.00,72158,5.54,Guyana1998,,"717,530,683",1092,Generation X
Guyana,1998,female,5-14 years,2.00,84570,2.36,Guyana1998,,"717,530,683",1092,Millenials
Guyana,1998,female,15-24 years,1.00,74682,1.34,Guyana1998,,"717,530,683",1092,Generation X
Guyana,1998,female,35-54 years,1.00,76045,1.32,Guyana1998,,"717,530,683",1092,Boomers
Guyana,1998,female,25-34 years,0.00,65510,0.00,Guyana1998,,"717,530,683",1092,Generation X
Guyana,1998,female,55-74 years,0.00,26825,0.00,Guyana1998,,"717,530,683",1092,Silent
Guyana,1998,female,75+ years,0.00,5921,0.00,Guyana1998,,"717,530,683",1092,G.I. Generation
Guyana,1998,male,5-14 years,0.00,85543,0.00,Guyana1998,,"717,530,683",1092,Millenials
Guyana,1998,male,75+ years,0.00,4632,0.00,Guyana1998,,"717,530,683",1092,G.I. Generation
Guyana,1999,male,25-34 years,41.00,61650,66.50,Guyana1999,,"694,754,988",1057,Generation X
Guyana,1999,male,35-54 years,38.00,76458,49.70,Guyana1999,,"694,754,988",1057,Boomers
Guyana,1999,male,15-24 years,32.00,69833,45.82,Guyana1999,,"694,754,988",1057,Generation X
Guyana,1999,male,75+ years,2.00,4820,41.49,Guyana1999,,"694,754,988",1057,G.I. Generation
Guyana,1999,male,55-74 years,7.00,24637,28.41,Guyana1999,,"694,754,988",1057,Silent
Guyana,1999,female,15-24 years,20.00,72293,27.67,Guyana1999,,"694,754,988",1057,Generation X
Guyana,1999,female,75+ years,1.00,6185,16.17,Guyana1999,,"694,754,988",1057,G.I. Generation
Guyana,1999,female,25-34 years,9.00,65117,13.82,Guyana1999,,"694,754,988",1057,Generation X
Guyana,1999,female,55-74 years,3.00,26117,11.49,Guyana1999,,"694,754,988",1057,Silent
Guyana,1999,female,35-54 years,7.00,77259,9.06,Guyana1999,,"694,754,988",1057,Boomers
Guyana,1999,female,5-14 years,2.00,85604,2.34,Guyana1999,,"694,754,988",1057,Millenials
Guyana,1999,male,5-14 years,1.00,87121,1.15,Guyana1999,,"694,754,988",1057,Millenials
Guyana,2001,male,55-74 years,21.00,24588,85.41,Guyana2001,,"696,281,472",1054,Silent
Guyana,2001,male,35-54 years,63.00,80183,78.57,Guyana2001,,"696,281,472",1054,Boomers
Guyana,2001,male,25-34 years,46.00,60741,75.73,Guyana2001,,"696,281,472",1054,Generation X
Guyana,2001,male,75+ years,2.00,5114,39.11,Guyana2001,,"696,281,472",1054,Silent
Guyana,2001,male,15-24 years,22.00,65739,33.47,Guyana2001,,"696,281,472",1054,Millenials
Guyana,2001,female,15-24 years,15.00,67250,22.30,Guyana2001,,"696,281,472",1054,Millenials
Guyana,2001,female,25-34 years,11.00,63575,17.30,Guyana2001,,"696,281,472",1054,Generation X
Guyana,2001,female,35-54 years,13.00,80682,16.11,Guyana2001,,"696,281,472",1054,Boomers
Guyana,2001,female,55-74 years,3.00,25805,11.63,Guyana2001,,"696,281,472",1054,Silent
Guyana,2001,female,5-14 years,1.00,88698,1.13,Guyana2001,,"696,281,472",1054,Millenials
Guyana,2001,female,75+ years,0.00,6483,0.00,Guyana2001,,"696,281,472",1054,Silent
Guyana,2001,male,5-14 years,0.00,91568,0.00,Guyana2001,,"696,281,472",1054,Millenials
Guyana,2002,male,35-54 years,59.00,81725,72.19,Guyana2002,,"722,460,886",1090,Boomers
Guyana,2002,male,55-74 years,15.00,25213,59.49,Guyana2002,,"722,460,886",1090,Silent
Guyana,2002,male,25-34 years,34.00,59613,57.03,Guyana2002,,"722,460,886",1090,Generation X
Guyana,2002,male,15-24 years,31.00,64530,48.04,Guyana2002,,"722,460,886",1090,Millenials
Guyana,2002,female,15-24 years,13.00,65044,19.99,Guyana2002,,"722,460,886",1090,Millenials
Guyana,2002,male,75+ years,1.00,5180,19.31,Guyana2002,,"722,460,886",1090,Silent
Guyana,2002,female,25-34 years,9.00,62180,14.47,Guyana2002,,"722,460,886",1090,Generation X
Guyana,2002,female,55-74 years,2.00,26413,7.57,Guyana2002,,"722,460,886",1090,Silent
Guyana,2002,female,35-54 years,6.00,82679,7.26,Guyana2002,,"722,460,886",1090,Boomers
Guyana,2002,female,5-14 years,4.00,90156,4.44,Guyana2002,,"722,460,886",1090,Millenials
Guyana,2002,male,5-14 years,2.00,93598,2.14,Guyana2002,,"722,460,886",1090,Millenials
Guyana,2002,female,75+ years,0.00,6508,0.00,Guyana2002,,"722,460,886",1090,Silent
Guyana,2003,male,35-54 years,63.00,83011,75.89,Guyana2003,,"741,929,343",1116,Boomers
Guyana,2003,male,25-34 years,42.00,58196,72.17,Guyana2003,,"741,929,343",1116,Generation X
Guyana,2003,male,55-74 years,17.00,26025,65.32,Guyana2003,,"741,929,343",1116,Silent
Guyana,2003,male,15-24 years,27.00,63808,42.31,Guyana2003,,"741,929,343",1116,Millenials
Guyana,2003,male,75+ years,2.00,5167,38.71,Guyana2003,,"741,929,343",1116,Silent
Guyana,2003,female,15-24 years,20.00,63364,31.56,Guyana2003,,"741,929,343",1116,Millenials
Guyana,2003,female,75+ years,1.00,6451,15.50,Guyana2003,,"741,929,343",1116,Silent
Guyana,2003,female,35-54 years,12.00,84488,14.20,Guyana2003,,"741,929,343",1116,Boomers
Guyana,2003,female,25-34 years,7.00,60458,11.58,Guyana2003,,"741,929,343",1116,Generation X
Guyana,2003,female,55-74 years,3.00,27246,11.01,Guyana2003,,"741,929,343",1116,Silent
Guyana,2003,female,5-14 years,2.00,91355,2.19,Guyana2003,,"741,929,343",1116,Millenials
Guyana,2003,male,5-14 years,2.00,95136,2.10,Guyana2003,,"741,929,343",1116,Millenials
Guyana,2004,male,75+ years,4.00,5077,78.79,Guyana2004,,"785,918,770",1180,Silent
Guyana,2004,male,25-34 years,42.00,56522,74.31,Guyana2004,,"785,918,770",1180,Generation X
Guyana,2004,male,35-54 years,48.00,84137,57.05,Guyana2004,,"785,918,770",1180,Boomers
Guyana,2004,male,55-74 years,15.00,26937,55.69,Guyana2004,,"785,918,770",1180,Silent
Guyana,2004,male,15-24 years,25.00,63853,39.15,Guyana2004,,"785,918,770",1180,Millenials
Guyana,2004,female,15-24 years,17.00,62536,27.18,Guyana2004,,"785,918,770",1180,Millenials
Guyana,2004,female,25-34 years,11.00,58410,18.83,Guyana2004,,"785,918,770",1180,Generation X
Guyana,2004,female,35-54 years,14.00,86168,16.25,Guyana2004,,"785,918,770",1180,Boomers
Guyana,2004,female,75+ years,1.00,6343,15.77,Guyana2004,,"785,918,770",1180,Silent
Guyana,2004,female,55-74 years,3.00,28195,10.64,Guyana2004,,"785,918,770",1180,Silent
Guyana,2004,male,5-14 years,4.00,96017,4.17,Guyana2004,,"785,918,770",1180,Millenials
Guyana,2004,female,5-14 years,2.00,92113,2.17,Guyana2004,,"785,918,770",1180,Millenials
Guyana,2005,male,25-34 years,41.00,54600,75.09,Guyana2005,0.618,"824,880,550",1235,Generation X
Guyana,2005,male,55-74 years,19.00,27890,68.12,Guyana2005,0.618,"824,880,550",1235,Silent
Guyana,2005,male,35-54 years,43.00,85091,50.53,Guyana2005,0.618,"824,880,550",1235,Boomers
Guyana,2005,male,75+ years,2.00,4913,40.71,Guyana2005,0.618,"824,880,550",1235,Silent
Guyana,2005,male,15-24 years,21.00,64802,32.41,Guyana2005,0.618,"824,880,550",1235,Millenials
Guyana,2005,female,15-24 years,16.00,62748,25.50,Guyana2005,0.618,"824,880,550",1235,Millenials
Guyana,2005,female,25-34 years,10.00,56021,17.85,Guyana2005,0.618,"824,880,550",1235,Generation X
Guyana,2005,female,35-54 years,12.00,87677,13.69,Guyana2005,0.618,"824,880,550",1235,Boomers
Guyana,2005,female,55-74 years,2.00,29185,6.85,Guyana2005,0.618,"824,880,550",1235,Silent
Guyana,2005,female,5-14 years,2.00,92359,2.17,Guyana2005,0.618,"824,880,550",1235,Millenials
Guyana,2005,male,5-14 years,1.00,96224,1.04,Guyana2005,0.618,"824,880,550",1235,Millenials
Guyana,2005,female,75+ years,0.00,6199,0.00,Guyana2005,0.618,"824,880,550",1235,Silent
Guyana,2006,male,25-34 years,46.00,54309,84.70,Guyana2006,,"1,458,449,453",2182,Generation X
Guyana,2006,male,55-74 years,18.00,28901,62.28,Guyana2006,,"1,458,449,453",2182,Silent
Guyana,2006,male,75+ years,3.00,4938,60.75,Guyana2006,,"1,458,449,453",2182,Silent
Guyana,2006,male,35-54 years,50.00,85783,58.29,Guyana2006,,"1,458,449,453",2182,Boomers
Guyana,2006,male,15-24 years,29.00,65453,44.31,Guyana2006,,"1,458,449,453",2182,Millenials
Guyana,2006,female,15-24 years,20.00,64182,31.16,Guyana2006,,"1,458,449,453",2182,Millenials
Guyana,2006,female,25-34 years,11.00,55372,19.87,Guyana2006,,"1,458,449,453",2182,Generation X
Guyana,2006,female,35-54 years,12.00,87754,13.67,Guyana2006,,"1,458,449,453",2182,Boomers
Guyana,2006,female,55-74 years,3.00,30405,9.87,Guyana2006,,"1,458,449,453",2182,Silent
Guyana,2006,male,5-14 years,5.00,94486,5.29,Guyana2006,,"1,458,449,453",2182,Millenials
Guyana,2006,female,5-14 years,4.00,90602,4.41,Guyana2006,,"1,458,449,453",2182,Millenials
Guyana,2006,female,75+ years,0.00,6223,0.00,Guyana2006,,"1,458,449,453",2182,Silent
Guyana,2007,male,35-54 years,73.00,86507,84.39,Guyana2007,,"1,740,334,782",2602,Boomers
Guyana,2007,male,75+ years,3.00,4901,61.21,Guyana2007,,"1,740,334,782",2602,Silent
Guyana,2007,male,25-34 years,28.00,54095,51.76,Guyana2007,,"1,740,334,782",2602,Generation X
Guyana,2007,male,15-24 years,27.00,66115,40.84,Guyana2007,,"1,740,334,782",2602,Millenials
Guyana,2007,male,55-74 years,11.00,29855,36.84,Guyana2007,,"1,740,334,782",2602,Silent
Guyana,2007,female,75+ years,2.00,6214,32.19,Guyana2007,,"1,740,334,782",2602,Silent
Guyana,2007,female,15-24 years,15.00,65585,22.87,Guyana2007,,"1,740,334,782",2602,Millenials
Guyana,2007,female,25-34 years,9.00,55201,16.30,Guyana2007,,"1,740,334,782",2602,Generation X
Guyana,2007,female,55-74 years,4.00,31718,12.61,Guyana2007,,"1,740,334,782",2602,Silent
Guyana,2007,female,35-54 years,9.00,87596,10.27,Guyana2007,,"1,740,334,782",2602,Boomers
Guyana,2007,female,5-14 years,3.00,88555,3.39,Guyana2007,,"1,740,334,782",2602,Generation Z
Guyana,2007,male,5-14 years,1.00,92446,1.08,Guyana2007,,"1,740,334,782",2602,Generation Z
Guyana,2008,male,75+ years,3.00,4848,61.88,Guyana2008,,"1,922,598,121",2873,Silent
Guyana,2008,male,35-54 years,53.00,87299,60.71,Guyana2008,,"1,922,598,121",2873,Boomers
Guyana,2008,male,55-74 years,18.00,30779,58.48,Guyana2008,,"1,922,598,121",2873,Silent
Guyana,2008,male,25-34 years,30.00,53990,55.57,Guyana2008,,"1,922,598,121",2873,Generation X
Guyana,2008,male,15-24 years,20.00,66792,29.94,Guyana2008,,"1,922,598,121",2873,Millenials
Guyana,2008,female,55-74 years,7.00,33157,21.11,Guyana2008,,"1,922,598,121",2873,Silent
Guyana,2008,female,15-24 years,13.00,66821,19.45,Guyana2008,,"1,922,598,121",2873,Millenials
Guyana,2008,female,75+ years,1.00,6197,16.14,Guyana2008,,"1,922,598,121",2873,Silent
Guyana,2008,female,35-54 years,13.00,87224,14.90,Guyana2008,,"1,922,598,121",2873,Boomers
Guyana,2008,female,25-34 years,6.00,55523,10.81,Guyana2008,,"1,922,598,121",2873,Generation X
Guyana,2008,female,5-14 years,4.00,86356,4.63,Guyana2008,,"1,922,598,121",2873,Generation Z
Guyana,2008,male,5-14 years,0.00,90267,0.00,Guyana2008,,"1,922,598,121",2873,Generation Z
Guyana,2009,male,35-54 years,51.00,88163,57.85,Guyana2009,,"2,061,323,854",3076,Boomers
Guyana,2009,male,25-34 years,26.00,53875,48.26,Guyana2009,,"2,061,323,854",3076,Generation X
Guyana,2009,male,55-74 years,15.00,31720,47.29,Guyana2009,,"2,061,323,854",3076,Silent
Guyana,2009,male,75+ years,2.00,4834,41.37,Guyana2009,,"2,061,323,854",3076,Silent
Guyana,2009,male,15-24 years,14.00,67457,20.75,Guyana2009,,"2,061,323,854",3076,Millenials
Guyana,2009,female,15-24 years,14.00,67774,20.66,Guyana2009,,"2,061,323,854",3076,Millenials
Guyana,2009,female,35-54 years,15.00,86706,17.30,Guyana2009,,"2,061,323,854",3076,Boomers
Guyana,2009,female,75+ years,1.00,6229,16.05,Guyana2009,,"2,061,323,854",3076,Silent
Guyana,2009,female,25-34 years,7.00,56144,12.47,Guyana2009,,"2,061,323,854",3076,Generation X
Guyana,2009,female,55-74 years,4.00,34707,11.53,Guyana2009,,"2,061,323,854",3076,Silent
Guyana,2009,female,5-14 years,6.00,84273,7.12,Guyana2009,,"2,061,323,854",3076,Generation Z
Guyana,2009,male,5-14 years,1.00,88273,1.13,Guyana2009,,"2,061,323,854",3076,Generation Z
Guyana,2010,male,75+ years,5.00,4885,102.35,Guyana2010,0.624,"2,273,225,042",3384,Silent
Guyana,2010,male,35-54 years,80.00,89147,89.74,Guyana2010,0.624,"2,273,225,042",3384,Generation X
Guyana,2010,male,25-34 years,30.00,53501,56.07,Guyana2010,0.624,"2,273,225,042",3384,Generation X
Guyana,2010,male,15-24 years,27.00,68249,39.56,Guyana2010,0.624,"2,273,225,042",3384,Millenials
Guyana,2010,male,55-74 years,12.00,32734,36.66,Guyana2010,0.624,"2,273,225,042",3384,Silent
Guyana,2010,female,15-24 years,21.00,68563,30.63,Guyana2010,0.624,"2,273,225,042",3384,Millenials
Guyana,2010,female,25-34 years,11.00,56716,19.39,Guyana2010,0.624,"2,273,225,042",3384,Generation X
Guyana,2010,female,55-74 years,4.00,36294,11.02,Guyana2010,0.624,"2,273,225,042",3384,Silent
Guyana,2010,female,35-54 years,8.00,86183,9.28,Guyana2010,0.624,"2,273,225,042",3384,Generation X
Guyana,2010,female,5-14 years,5.00,82511,6.06,Guyana2010,0.624,"2,273,225,042",3384,Generation Z
Guyana,2010,male,5-14 years,2.00,86692,2.31,Guyana2010,0.624,"2,273,225,042",3384,Generation Z
Guyana,2010,female,75+ years,0.00,6350,0.00,Guyana2010,0.624,"2,273,225,042",3384,Silent
Guyana,2011,male,35-54 years,64.00,90085,71.04,Guyana2011,0.63,"2,576,024,116",3815,Generation X
Guyana,2011,male,25-34 years,34.00,52146,65.20,Guyana2011,0.63,"2,576,024,116",3815,Millenials
